population,threshold,assess_all,assess_none,varc3_rule,model,model_alert_rate,reference,reference_alert_rate,calendar,calendar_alert_rate
all_landmarks,0.01,-0.0034183708938895934,0.0,-4.1613151772127685e-06,0.0015403636669703812,0.17002494722701977,0.0009088067747308706,0.1411437344079831,-0.00037290369745559854,0.17741316445979657
all_landmarks,0.02,-0.013657063652221179,0.0,-8.40755515396049e-06,0.0008214404516393221,0.03646133179811936,0.0,0.0,0.0,0.0
all_landmarks,0.03,-0.024106863477734858,0.0,-1.2741346470434969e-05,0.000482136641892074,0.011610055651506428,0.0,0.0,0.0,0.0
all_landmarks,0.04,-0.03477436746628007,0.0,-1.716542510600267e-05,0.00012699336340894312,0.004605641911341394,0.0,0.0,0.0,0.0
all_landmarks,0.05,-0.04566645048616308,0.0,-2.1682642239161263e-05,-2.7496725473243263e-05,0.0025906735751295338,0.0,0.0,0.0,0.0
all_landmarks,0.06,-0.05679027995327761,0.0,-2.6295970375153018e-05,4.291244469236043e-05,0.0011514104778353484,0.0,0.0,0.0,0.0
all_landmarks,0.07,-0.06815333155946993,0.0,-3.100850986890805e-05,-4.6272408665732426e-05,0.0007676069852235655,0.0,0.0,0.0,0.0
all_landmarks,0.08,-0.07976340602666639,0.0,-3.582349587339687e-05,-4.450169132249694e-05,0.00047975436576472844,0.0,0.0,0.0,0.0
all_landmarks,0.09,-0.09162864696566936,0.0,-4.074430574611622e-05,-3.0242408136595002e-05,0.0002878526194588371,0.0,0.0,0.0,0.0
all_landmarks,0.1,-0.10375755992553912,0.0,-4.577446694934045e-05,-3.397603877074254e-05,0.0002878526194588371,0.0,0.0,0.0,0.0
all_landmarks,0.11,-0.11615903272720365,0.0,-5.09176654829742e-05,0.0,0.0,0.0,0.0,0.0,0.0
all_landmarks,0.12,-0.12884235718345144,0.0,-5.617775489237236e-05,0.0,0.0,0.0,0.0,0.0,0.0
all_landmarks,0.13,-0.14181725231685444,0.0,-6.155876589738888e-05,0.0,0.0,0.0,0.0,0.0,0.0
all_landmarks,0.14,-0.15509388919754585,0.0,-6.706491669321973e-05,0.0,0.0,0.0,0.0,0.0,0.0
all_landmarks,0.15,-0.16868291753425352,0.0,-7.270062397836425e-05,0.0,0.0,0.0,0.0,0.0,0.0
primary_population,0.01,-0.003703892195162243,0.0,0.0,0.0013681863146403207,0.16705202312138728,0.0008193997026355262,0.14046242774566475,-0.0003684693297410014,0.17764932562620425
primary_population,0.02,-0.013945503186196029,0.0,0.0,0.0006633638893101044,0.03352601156069364,0.0,0.0,0.0,0.0
primary_population,0.03,-0.024398281414158347,0.0,0.0,0.0004227391872092483,0.009922928709055878,0.0,0.0,0.0,0.0
primary_population,0.04,-0.03506882585520322,0.0,0.0,6.39460366014375e-05,0.003371868978805395,0.0,0.0,0.0,0.0
primary_population,0.05,-0.04596401333711218,0.0,0.0,-8.633476630878907e-05,0.0015414258188824663,0.0,0.0,0.0,0.0
primary_population,0.06,-0.057091013318636225,0.0,0.0,-3.2774851577279614e-05,0.0004816955684007707,0.0,0.0,0.0,0.0
primary_population,0.07,-0.06845730362234362,0.0,0.0,-2.3094767826216893e-05,0.00028901734104046245,0.0,0.0,0.0,0.0
primary_population,0.08,-0.08007068719352288,0.0,0.0,-1.76964689474504e-05,0.0001926782273603083,0.0,0.0,0.0,0.0
primary_population,0.09,-0.0919393099640687,0.0,0.0,-9.908732863912235e-06,9.633911368015414e-05,0.0,0.0,0.0,0.0
primary_population,0.1,-0.10407167990729337,0.0,0.0,-1.1132033217481648e-05,9.633911368015414e-05,0.0,0.0,0.0,0.0
primary_population,0.11,-0.11647668737733204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primary_population,0.12,-0.1291636268353261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primary_population,0.13,-0.14214222007396377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primary_population,0.14,-0.15542264106233716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primary_population,0.15,-0.16901554254455467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
